,img_url,description
3106,/us/en/images/products/ikea-glass__0712789_PE729059_S4.JPG,"Also suitable for hot drinks. Made of tempered glass, which makes the glass durable and extra resistant to impact. Can be stacked inside one another to save space in your cabinets when not in use."
3107,/us/en/images/products/ikea-serving-plate-white__0713553_PE729604_S4.JPG,"Made of feldspar porcelain, which makes the plate impact resistant and durable. The timeless and smart design makes the dinnerware meet all your needs at home, regardless of what you eat and drink, and withstand being used 365 days a year. The dinnerware’s smart design allows you to stack the smaller sizes inside the larger ones and get more room for other things, as they take very little vertical space."
3108,/us/en/images/products/ikea-serving-plate-white__0713555_PE729601_S4.JPG,"Made of feldspar porcelain, which makes the plate impact resistant and durable. The timeless and smart design makes the dinnerware meet all your needs at home, regardless of what you eat and drink, and withstand being used 365 days a year. The dinnerware’s smart design allows you to stack the smaller sizes inside the larger ones and get more room for other things, as they take very little vertical space."
3109,/us/en/images/products/ikea-serving-plate-white__0710564_PE727632_S4.JPG,"Made of feldspar porcelain, which makes the plate impact resistant and durable. The timeless and smart design makes the dinnerware meet all your needs at home, regardless of what you eat and drink, and withstand being used 365 days a year. The dinnerware’s smart design allows you to stack the smaller sizes inside the larger ones and get more room for other things, as they take very little vertical space."
3110,/us/en/images/products/ikea-glass__0712788_PE729058_S4.JPG,"Also suitable for hot drinks. Made of tempered glass, which makes the glass durable and extra resistant to impact. The glass has a simple tall and straight shape which makes it perfect for all types of cold drinks, such as carbonated cocktails with a lot of ice. Can be stacked inside one another to save space in your cabinets when not in use."
3111,/us/en/images/products/ikea-carafe-with-stopper__0711284_PE728122_S4.JPG,"Also suitable for hot drinks. Slim carafe with a practical stopper, ideal for storing in the fridge door."
3112,/us/en/images/products/berakna-bowl__0490840_PE624720_S4.JPG,The glass bowl is mouth blown by a skilled craftsperson.
3113,/us/en/images/products/cactaceae-potted-plant__0121017_PE277830_S4.JPG,
3114,/us/en/images/products/dragon-children-s-piece-flatware-set__0711366_PE728209_S4.JPG,The knife blade has a serrated edge to be easy for the child to cut and divide food with.
3115,/us/en/images/products/fargrik-piece-dinnerware-set-turquoise__0712717_PE729030_S4.JPG,"The dinnerware’s simple, functional design is easy to coordinate with other colors and shapes  and makes FÄRGRIK the perfect base for many types of meals."
3116,/us/en/images/products/fargrik-bowl-turquoise__0711997_PE728648_S4.JPG,"The dinnerware’s simple, functional design is easy to coordinate with other colors and shapes  and makes FÄRGRIK the perfect base for many types of meals."
3117,/us/en/images/products/fargrik-plate-turquoise__0712320_PE728768_S4.JPG,"The dinnerware’s simple, functional design is easy to coordinate with other colors and shapes  and makes FÄRGRIK the perfect base for many types of meals."
3118,/us/en/images/products/fargrik-side-plate-turquoise__0712321_PE728769_S4.JPG,"The dinnerware’s simple, functional design is easy to coordinate with other colors and shapes  and makes FÄRGRIK the perfect base for many types of meals."
3119,/us/en/images/products/trofast-storage-combination-orange__0351131_PE547502_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3120,/us/en/images/products/trofast-storage-combination-white__0092763_PE229477_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3121,/us/en/images/products/trofast-storage-combination-with-boxes-pink__0541360_PE653552_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3122,/us/en/images/products/trofast-storage-combination-with-boxes-white__0383745_PE558437_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3123,/us/en/images/products/trofast-storage-combination-with-boxes-white__0351177_PE547499_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3124,/us/en/images/products/trofast-storage-combination-with-boxes-white__0351183_PE547507_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3125,/us/en/images/products/trofast-storage-combination-with-boxes-orange__0351257_PE547490_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3126,/us/en/images/products/trofast-storage-combination-with-boxes-yellow__0541338_PE653537_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3127,/us/en/images/products/trofast-wall-storage-white__0642814_PE701455_S4.JPG,A playful and sturdy storage series for storing and organizing toys. Practical storage for small things.
3128,/us/en/images/products/trofast-storage-box-white__0642579_PE701273_S4.JPG,Fits in TROFAST frames. Can be stacked when completed with a lid.
3129,/us/en/images/products/trofast-storage-box-green__0624259_PE691759_S4.JPG,Fits in TROFAST frames. Can be stacked when completed with a lid.
3130,/us/en/images/products/trofast-storage-box-yellow__0624258_PE691761_S4.JPG,Fits in TROFAST frames. Can be stacked when completed with a lid.
3131,/us/en/images/products/trofast-storage-box-pink__0624257_PE691757_S4.JPG,Fits in TROFAST frames. Can be stacked when completed with a lid.
3132,/us/en/images/products/trofast-storage-box-orange__0624256_PE691756_S4.JPG,Fits in TROFAST frames. Can be stacked when completed with a lid.
3133,/us/en/images/products/trofast-storage-box-white__0642578_PE701270_S4.JPG,Fits in TROFAST frames. Can be stacked when completed with a lid.
3134,/us/en/images/products/trofast-shelf-white__0626615_PE692908_S4.JPG,Fits in TROFAST frames.
3135,/us/en/images/products/trofast-frame-white__0642653_PE701335_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3136,/us/en/images/products/trofast-frame__0642647_PE701362_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3137,/us/en/images/products/trofast-frame-white__0642656_PE701338_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Vertical storage saves space, practical in small spaces."
3138,/us/en/images/products/trofast-frame-white__0642646_PE701361_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3139,/us/en/images/products/trofast-frame-black__0642659_PE701341_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3140,/us/en/images/products/trofast-frame__0642664_PE701346_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3141,/us/en/images/products/trofast-frame-white__0642668_PE701350_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3142,/us/en/images/products/trofast-wall-storage-white__0642804_PE701445_S4.JPG,A playful and sturdy storage series for storing and organizing toys. Practical storage for small things.
3143,/us/en/images/products/trofast-wall-storage__0642802_PE701448_S4.JPG,A playful and sturdy storage series for storing and organizing toys. Practical storage for small things.
3144,/us/en/images/products/trofast-frame__0642650_PE701334_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. You can create your own storage solution to suit your space and your child’s needs by freely combining different frames, boxes, and shelves. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3145,/us/en/images/products/trofast-lid-white__0710811_PE727775_S4.JPG,Vent and handle in one.
3146,/us/en/images/products/trofast-storage-combination-with-boxes-orange__0627005_PE693137_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3147,/us/en/images/products/trofast-storage-combination-with-boxes-white__0541356_PE653549_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3148,/us/en/images/products/trofast-storage-combination-with-boxes-orange__0535894_PE649688_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3149,/us/en/images/products/trofast-storage-combination-with-boxes-orange__0535806_PE649641_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Vertical storage saves space, practical in small spaces."
3150,/us/en/images/products/trofast-storage-combination-with-boxes-green__0535815_PE649649_S4.JPG,"A playful and sturdy storage series for storing and organizing toys. The frame comes with guide rails, so you can place boxes and shelves where you want them, and change them any time. Vertical storage saves space, practical in small spaces."
3151,/us/en/images/products/trofast-storage-combination-with-boxes-white__0535774_PE649629_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3152,/us/en/images/products/trofast-storage-combination-with-boxes-white__0535757_PE649615_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3153,/us/en/images/products/trofast-wall-storage-white__0625367_PE692229_S4.JPG,A playful and sturdy storage series for storing and organizing toys. Practical storage for small things.
3154,/us/en/images/products/trysil-drawer-chest-brown__0524500_PE644354_S4.JPG,Of course your home should be a safe place for the entire family. That’s why hardware is included so that you can attach the chest of drawers to the wall. Smooth running drawers with pullout stop. Tall legs make cleaning easy.
3155,/us/en/images/products/trysil-bed-frame-brown__0638591_PE699025_S4.JPG,"The angled headboard allows you to sit comfortably when reading in bed. There’s plenty of space under the bed for storage boxes  perfect for storing extra quilts and pillows. The design works well with many different styles, from modern to traditional. You can easily vacuum under the bed frame to keep the space clean and dustfree. Adjustable bed sides allow you to use mattresses of different thicknesses. 26 layerglued slats, divided into 5 comfort zones, adjust to your body weight and increase the suppleness of the mattress."
3156,/us/en/images/products/trysil-nightstand-brown__0624429_PE691836_S4.JPG,
3157,/us/en/images/products/trysil-wardrobe-brown__0643011_PE701591_S4.JPG,"Sliding doors allow more room for furniture because they don’t take any space to open. A mirrored door saves space, no need to take up room on the wall or floor with a separate mirror. An adjustable shelf make it easy to customize the space according to your needs. If you want to organize inside, you can complement with interior accessories from the SKUBB series."
3158,/us/en/images/products/trysil-wardrobe-w-sliding-doors-drawers-brown__0452603_PE601522_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why a safety fitting is included so that you can attach the wardrobe to the wall. Sliding doors allow more room for furniture because they don’t take any space to open. Smooth running drawers with pullout stop. If you want to organize inside you can complement with SKUBB box, set of 6."
3159,/us/en/images/products/tyssedal-drawer-dresser-white__0366212_PE429460_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why hardware is included so that you can attach the chest of drawers to the wall. Integrated damper catches the running drawer and closes it slowly, silently and softly. Smooth running drawers with pullout stop. Adjustable feet make it possible to compensate for any irregularities in the floor."
3160,/us/en/images/products/tyssedal-drawer-dresser-white__0627347_PE693303_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why hardware is included so that you can attach the chest of drawers to the wall. A wide chest of drawers gives you plenty of storage space as well as room for lamps or other items you want to display on top. Integrated damper catches the running drawer and closes it slowly, silently and softly. Smooth running drawers with pullout stop. Adjustable feet make it possible to compensate for any irregularities in the floor."
3161,/us/en/images/products/tyssedal-bed-frame-white__0637608_PE698420_S4.JPG,"You can sit up comfortably in bed thanks to the high headboard; just prop some pillows behind your back and you will have a comfortable place to read or watch TV. The solid wooden spindles and carved legs express craftsmanship, and make the bed frame feel strong and sturdy. There’s plenty of space under the bed for storage boxes  perfect for storing extra quilts and pillows. You can easily vacuum under the bed frame to keep the space clean and dustfree. Adjustable bed sides allow you to use mattresses of different thicknesses. 30 slats adjust to your body weight and increase the suppleness of the mattress."
3162,/us/en/images/products/tyssedal-nightstand-white__0624430_PE691837_S4.JPG,"Smooth running drawer with pullout stop. Integrated damper catches the running drawer and closes it slowly, silently and softly."
3163,/us/en/images/products/tyssedal-drawer-chest-white__0366208_PE429461_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why hardware is included so that you can attach the chest of drawers to the wall. Integrated damper catches the running drawer and closes it slowly, silently and softly. Smooth running drawers with pullout stop. Adjustable feet make it possible to compensate for any irregularities in the floor."
3164,/us/en/images/products/tyssedal-wardrobe-white__0626566_PE692870_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why a safety fitting is included so that you can attach the wardrobe to the wall. Hinges with integrated dampers catch the door and close it slowly, silently and softly Integrated damper catches the running drawer and closes it slowly, silently and softly. Adjustable feet make it possible to compensate for any irregularities in the floor. A groove along the top molding makes it easy to hang your clothes on the outside of the wardrobe."
3165,/us/en/images/products/matredal-mirror-white__0637802_PE698598_S4.JPG,"Suitable for use in most rooms, and tested and approved for bathroom use. Safety film  reduces damage if glass is broken."
3166,/us/en/images/products/pax-wardrobe-white__0376904_PE554025_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can easily adapt this readymade PAX/KOMPLEMENT combination to suit your needs and taste using the PAX planning tool. Hinges with integrated dampers catch the door and close it slowly, silently and softly If you want to organize inside you can complement with interior organizers from the KOMPLEMENT series. Adjustable feet make it possible to compensate for any irregularities in the floor. With the PAX Planner, you can easily complete your combination with integrated lighting. After choosing the light source, the planner will work out which accessories you need to complete the solution."
3167,/us/en/images/products/pax-wardrobe-white__0376927_PE554017_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can easily adapt this readymade PAX/KOMPLEMENT combination to suit your needs and taste using the PAX planning tool. Hinges with integrated dampers catch the door and close it slowly, silently and softly If you want to organize inside you can complement with interior organizers from the KOMPLEMENT series. Adjustable feet make it possible to compensate for any irregularities in the floor. With the PAX Planner, you can easily complete your combination with integrated lighting. After choosing the light source, the planner will work out which accessories you need to complete the solution."
3168,/us/en/images/products/pax-wardrobe-white__0646127_PE703951_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can easily adapt this readymade PAX/KOMPLEMENT combination to suit your needs and taste using the PAX planning tool. Perfect where space is limited since the frame is narrow. Hinges with integrated dampers catch the door and close it slowly, silently and softly If you want to organize inside you can complement with interior organizers from the KOMPLEMENT series. Adjustable feet make it possible to compensate for any irregularities in the floor. With the PAX Planner, you can easily complete your combination with integrated lighting. After choosing the light source, the planner will work out which accessories you need to complete the solution."
3169,/us/en/images/products/pax-wardrobe-white__0650330_PE706126_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can easily adapt this readymade PAX/KOMPLEMENT combination to suit your needs and taste using the PAX planning tool. Hinges with integrated dampers catch the door and close it slowly, silently and softly If you want to organize inside you can complement with interior organizers from the KOMPLEMENT series. Adjustable feet make it possible to compensate for any irregularities in the floor. With the PAX Planner, you can easily complete your combination with integrated lighting. After choosing the light source, the planner will work out which accessories you need to complete the solution."
3170,/us/en/images/products/tyssedal-door-with-hinges-white__0640096_PE699658_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. The door can be hung to open either right or  left. Hinges with integrated dampers catch the door and close it slowly, silently and softly TYSSEDAL is made with craftsmanship and a handmade look in mind, and the long lasting design comes in a durable painted finish. The craftsmanship look comes from the rounded, bevelled edges of the panels and frames. Let these glass doors show off the beautiful pieces on the inside of your wardrobe! A perfect match with the solid TYSSEDAL doors to show only the parts you'd like to. This popular door comes as solid, glass door and a fullsized mirror door. This way you can create a coordinated solution with the functions that fits your needs."
3171,/us/en/images/products/tyssedal-door-with-hinges-white__0311604_PE429456_S4.JPG,"10year Limited Warranty. Read about the terms in the Limited Warranty brochure. The door can be hung to open either right or  left. Hinges with integrated dampers catch the door and close it slowly, silently and softly TYSSEDAL is made with craftsmanship and a handmade look in mind, and the long lasting design comes in a durable painted finish. The craftsmanship look comes from the rounded, bevelled edges of the panels and frames. This popular door comes as solid, glass door and a fullsized mirror door. This way you can create a coordinated solution with the functions that fits your needs."
3172,/us/en/images/products/tyssedal-dressing-table-white__0563360_PE663833_S4.JPG,Plenty of space for your daily makeup and styling. Smooth running drawer with pullout stop.
3173,/us/en/images/products/tyssedal-dressing-table-with-mirror-white__0584833_PE671658_S4.JPG,Plenty of space for your daily makeup and styling. Smooth running drawer with pullout stop.
3174,/us/en/images/products/tyssedal-storage-stool-white__0563361_PE663834_S4.JPG,"Easy to place in small spaces. Perfect for storage, but can also be used as an extra seat. There are two spacious compartments under the lid, where you can store gloves, hats and scarves."
3175,/us/en/images/products/tyssedal-table-mirror-white__0563362_PE663835_S4.JPG,Easy to place in small spaces. Lightweight and easy to lift and move.
3176,/us/en/images/products/upplaga-piece-dinnerware-set-white__0706908_PE726018_S4.JPG,
3177,/us/en/images/products/upplaga-bowl-white__0714523_PE730119_S4.JPG,
3178,/us/en/images/products/upplaga-deep-plate-bowl-white__0714545_PE730121_S4.JPG,
3179,/us/en/images/products/upplaga-mug-white__0715569_PE730526_S4.JPG,
3180,/us/en/images/products/upplaga-plate-white__0714553_PE730123_S4.JPG,
3181,/us/en/images/products/upplaga-serving-bowl-white__0714560_PE730125_S4.JPG,
3182,/us/en/images/products/upplaga-serving-plate-white__0714563_PE730128_S4.JPG,
3183,/us/en/images/products/upplaga-side-plate-white__0714567_PE730130_S4.JPG,
3184,/us/en/images/products/urskog-bath-towel-blue__0565084_PE664291_S4.JPG,"A terry cloth for children. Made of 100% sustainably grown cotton ‒ a soft and natural material that feels good against your child's skin. Tested, approved and completely free from harmful substances and additives. Warm and comfortable to get into after a bath, at home or at the beach since the child can be completely wrapped in the towel which is also highly absorbent so that your child gets dry quickly. The loop makes it easy to hang on a knob or hook."
3185,/us/en/images/products/urskog-bath-towel-pink__0565067_PE664286_S4.JPG,"A terry cloth for children. Made of 100% sustainably grown cotton ‒ a soft and natural material that feels good against your child's skin. Tested, approved and completely free from harmful substances and additives. Warm and comfortable to get into after a bath, at home or at the beach since the child can be completely wrapped in the towel which is also highly absorbent so that your child gets dry quickly. The loop makes it easy to hang on a knob or hook."
3186,/us/en/images/products/urskog-cushion-multicolor__0552853_PE659102_S4.JPG,"The cushion is nice for tired small heads and soft against your child’s cheek. With some extra decorative cushions on the bed, sofa or in a cozy corner, the child's room feels more cozy. The zippers on our children's products have no pull tabs. This makes them safer for small children, but just as easy to open for older children. Also looks nice as a decorative cushion with other cushions in the same collection. The polyester filling keeps its shape and provides soft support for tired heads. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The washable cushion cover is easy to remove since it has a zipper. Easy to clean; machine wash, warm 104°F (40°C)."
3187,/us/en/images/products/urskog-cushion-gray__0552849_PE659099_S4.JPG,"The cushion is nice for tired small heads and soft against your child’s cheek. With some extra decorative cushions on the bed, sofa or in a cozy corner, the child's room feels more cozy. The zippers on our children's products have no pull tabs. This makes them safer for small children, but just as easy to open for older children. Also looks nice as a decorative cushion with other cushions in the same collection. The polyester filling keeps its shape and provides soft support for tired heads. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The washable cushion cover is easy to remove since it has a zipper. Easy to clean; machine wash, warm 104°F (40°C)."
3188,/us/en/images/products/urskog-cushion-white__0564892_PE664235_S4.JPG,"The cushion is nice for tired small heads and soft against your child’s cheek. With some extra decorative cushions on the bed, sofa or in a cozy corner, the child's room feels more cozy. Also looks nice as a decorative cushion with other cushions in the same collection. The polyester filling keeps its shape and provides soft support for tired heads. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. Easy to clean; machine wash, warm 104°F (40°C)."
3189,/us/en/images/products/urskog-duvet-cover-and-pillowcase-s-pink__0552953_PE659151_S4.JPG,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. Easy to keep clean; machine wash hot (140°F)."
3190,/us/en/images/products/urskog-duvet-cover-and-pillowcase-s-blue__0552945_PE659146_S4.JPG,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. Easy to keep clean; machine wash hot (140°F)."
3191,/us/en/images/products/urskog-duvet-cover-and-pillowcase-s-__0563399_PE663873_S4.JPG,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The fabric is tightlywoven, which makes the bedding extra durable. The zipper keeps the quilt in place. The zippers on our children's products have no pull tabs. This makes them safer for small children, but just as easy to open for older children. Easy to keep clean; machine wash hot (140°F)."
3192,/us/en/images/products/urskog-duvet-cover-and-pillowcase-s-blue__0552861_PE659106_S4.JPG,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The fabric is tightlywoven, which makes the bedding extra durable. The zipper keeps the quilt in place. The zippers on our children's products have no pull tabs. This makes them safer for small children, but just as easy to open for older children. Easy to keep clean; machine wash hot (140°F)."
3193,/us/en/images/products/urskog-duvet-cover-and-pillowcase-s-gray__0552866_PE659111_S4.JPG,"Made from cotton and lyocell – soft and natural materials that feel comfortable against your child's skin. Tested and contain no substances, phthalates or chemicals that can harm your child's skin or health. Your child enjoys a comfortable sleeping temperature during the night because lyocell absorbs and transports moisture away from the skin. The fabric is tightlywoven, which makes the bedding extra durable. The zipper keeps the quilt in place. The zippers on our children's products have no pull tabs. This makes them safer for small children, but just as easy to open for older children. Easy to keep clean; machine wash hot (140°F)."
3194,/us/en/images/products/urskog-rug-flatwoven-green__0560647_PE662456_S4.JPG,"The rug’s thick pile dampens sound, creating a snug feeling, and is soft to walk on. Children's play can place tough demands on surroundings, something that also applies to rugs. That’s why the rug is made from durable, stainresistant synthetic fibers which are easy to care for. We know that children are extra sensitive, but not to worry. This product has been tested and approved ‒ and is completely free from substances that may harm your child's skin or health. The rubber backing keeps the rug in place when the child runs/plays on it."
3195,/us/en/images/products/urskog-rug-low-pile__0559211_PE661827_S4.JPG,"The rug’s thick pile dampens sound, creating a snug feeling, and is soft to walk on. Children's play can place tough demands on surroundings, something that also applies to rugs. That’s why the rug is made from durable, stainresistant synthetic fibers which are easy to care for. We know that children are extra sensitive, but not to worry. This product has been tested and approved ‒ and is completely free from substances that may harm your child's skin or health. The rubber backing keeps the rug in place when the child runs/plays on it."
3196,/us/en/images/products/omlopp-led-countertop-light-gray__0372813_PE551886_S4.JPG,"You can dim your lighting wirelessly and easily adapt the lighting based on activity. Preparing food and doing kitchen work is safer, easier and more fun when you have a good, even light across your countertop. It’s easy to soften the light in your kitchen when you dine or socialize because this worktop lighting is dimmable. The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs."
3197,/us/en/images/products/omlopp-led-countertop-light-white__0369487_PE550933_S4.JPG,"Preparing food and doing kitchen work is safer, easier and more fun when you have a good, even light across your countertop. It’s easy to soften the light in your kitchen when you dine or socialize because this worktop lighting is dimmable. The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs."
3198,/us/en/images/products/omlopp-led-light-strip-for-drawers-gray__0369405_PE550940_S4.JPG,The light switches on and off automatically when you open or close the drawer so no energy is wasted. Adds a decorative finish to your kitchen. The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs.
3199,/us/en/images/products/omlopp-led-spotlight-white__0606483_PE682372_S4.JPG,The OMLOPP spotlight brightens up the inside of your cabinets and makes it easy to see and find what you need. Adds a decorative finish to your kitchen. The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs.
3200,/us/en/images/products/vaddo-table-chairs-outdoor-white__0736029_PE740356_S4.JPG,"The table takes up little storage space since the underframe can be easily removed from the table top and folded flat. You can have several chairs on hand without taking up more space since they are stackable. The table and chair are durable and easy to care for, as they are made of powdercoated steel and plastic. The furniture will look fresher and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
3201,/us/en/images/products/vaddo-table-and-chairs-outdoor-white__0736030_PE740357_S4.JPG,"You can have several chairs on hand without taking up more space since they are stackable. The table and chair are durable and easy to care for, as they are made of powdercoated steel and plastic. The furniture will look fresher and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
3202,/us/en/images/products/vaddo-chair-outdoor-white__0728355_PE736194_S4.JPG,"The chair is durable and easy to care for since it is made of powdercoated steel and plastic. You can have several chairs on hand without taking up more space since they are stackable. The chair will look fresher and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
3203,/us/en/images/products/vaddo-stool-outdoor-white__0334471_PE527429_S4.JPG,"The stool is durable and easy to care for since it is made of powdercoated galvanized steel and plastic. You can have several stools on hand without taking up more room, since they are stackable. The stool will look newer and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
3204,/us/en/images/products/vaddo-table-outdoor-white__0735753_PE740161_S4.JPG,"Takes up little storage space since the underframe can be easily removed from the table top and folded flat. The table is durable and easy to care for since it is made of powdercoated steel and plastic. The table will look fresher and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
3205,/us/en/images/products/vaddo-table-outdoor-white__0735752_PE740160_S4.JPG,"The table is durable and easy to care for since it is made of powdercoated steel and plastic. The table will look fresher and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
3206,/us/en/images/products/vadholma-drawer-unit-brown__0551837_PE658807_S4.JPG,"Smoothrunning drawers with stop, selfclosing the last few inches. The drawer closes slowly, quietly and softly thanks to the builtin dampers. You can view and access what's inside as the drawers can be pulled out all the way . 10year Limited Warranty. Read about the terms in the Limited Warranty brochure."
3207,/us/en/images/products/vadholma-kitchen-island-black__0736821_PE740763_S4.JPG,"Freestanding kitchen island; easy to place where you want it in the kitchen. Gives you extra storage, utility and work space. The kitchen island has a pullout drawer which closes softly and quietly thanks to its softclosing function. You can store anything from cutlery and napkins to laptops and pens in the generous drawer beneath the countertop."
3208,/us/en/images/products/vadholma-kitchen-island-black__0736820_PE740762_S4.JPG,"Freestanding kitchen island; easy to place where you want it in the kitchen. Gives you extra storage, utility and work space."
