,Unnamed: 0,img_url,description
797,797,/us/en/images/products/godmorgon-high-cabinet__0535114_PE649354_S4.JPG,10year Limited Warranty. Read about the terms in the Limited Warranty brochure. You can move the shelves and adjust the spacing according to your personal needs. The adjustable shelves are extra heat and impactresistant and have a high loadbearing capacity since they are made of tempered glass. You can mount the door to open from the right or left.
2289,2289,/us/en/images/products/sammanhang-glass-box-with-lid__0598302_PE677553_S4.JPG,With this glass box you can choose if you want to display or hide the contents. Half of the side has ribbed glass and the other half has clear glass ‒ turn to display or hide things as you like.
2756,2756,/us/en/images/products/svalnas-wall-mounted-storage-combination-white__0626727_PE692976_S4.JPG,"Hide or display your things by combining open and closed storage. Shelves of different depths and widths mean you have space for everything from trinkets to books. Sliding doors give you the choice between hiding and displaying your belongings, and do not take up any space when opened."
1967,1967,/us/en/images/products/nymane-pendant-lamp-white__0485490_PE621551_S4.JPG,"The grid on the top disperses light upwards and provides good general lighting. The grid on the bottom protects against glare and projects a pleasant light downwards. Thanks to the design of the ceiling cup, you will easily be able get it straight and close to the ceiling."
2296,2296,/us/en/images/products/sammanhang-tray-white__0598288_PE677550_S4.JPG,The angled edges make it easy to carry.
267,267,/us/en/images/products/brogrund-towel-holder-bars__0749051_PE745412_S4.JPG,"You save space by pushing the swivel arms either left or right, against the wall, when they are not in use. Perfect also for larger towels since the arms are extendable. Made from stainless steel that is durable and easy to clean."
1668,1668,/us/en/images/products/lidhult-seat-section-gray__0660817_PE711214_S4.JPG,You sit comfortably thanks to the pocket springs that support the right places and follow the body exactly. The sofa feels extra soft and cozy to sit in thanks to the top layer of ball fiber. The high back and neck support increase comfort. The cover has a high percentage of cotton that gives a warm and natural feel. The fabric both looks and feels soft thanks to the twotone effect and the fine structure. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure.
223,223,/us/en/images/products/brimnes-tv-storage-combination-black__0643932_PE702273_S4.JPG,"In this storage combination, there’s room for your TV and for displaying your favorite things on the open, adjustable shelves. Adjustable shelves, so you can customize your storage as needed. Cable outlets make it easy to lead cables and cords out the back so they’re hidden from view but close at hand when you need them. Smoothrunning drawers with drawer stops to keep them in place."
69,69,/us/en/images/products/applaro-bar-table-and-bar-stools-brown__0736488_PE740579_S4.JPG,"For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. You can make your chair more comfortable and personal by adding a chair pad in a style you like."
1636,1636,/us/en/images/products/liatorp-tv-storage-combination-white__0643929_PE702270_S4.JPG,Cornice and plinth rail help create a uniform expression when two or more units are connected together. Adjustable feet for stability on uneven floors. Glassdoor cabinet keeps your favorite items free from dust but still visible. Smoothrunning drawers with drawer stops to keep them in place. A cord outlet in the back makes it easy to gather all cords in one place.
815,815,/us/en/images/products/godmorgon-box-with-lid-set-of-black__0802868_PE768615_S4.JPG,"Helps you organize your jewelry, makeup and bottles. 10year Limited Warranty. Read about the terms in the Limited Warranty brochure."
3200,3200,/us/en/images/products/vaddo-table-chairs-outdoor-white__0736029_PE740356_S4.JPG,"The table takes up little storage space since the underframe can be easily removed from the table top and folded flat. You can have several chairs on hand without taking up more space since they are stackable. The table and chair are durable and easy to care for, as they are made of powdercoated steel and plastic. The furniture will look fresher and last longer, as the plastic is both fade resistant and UV stabilized to prevent cracking and drying out. Easy to keep clean – just wipe with a damp cloth."
2004,2004,/us/en/images/products/ombyte-storage-combination-on-casters__0727941_PE735959_S4.JPG,Easy to move  casters included.
229,229,/us/en/images/products/brimnes-cabinet-with-doors-black__0621549_PE689983_S4.JPG,"Behind the panel doors you can keep your belongings hidden and free from dust. Adjustable shelves, so you can customize your storage as needed."
1225,1225,/us/en/images/products/ikea-lunch-box-with-containers__0606184_PE682105_S4.JPG,"This lunch box has 3 removable inserts so that you can separate your main course from your salad and sauce. One of the inserts has a lid, perfect for things like sauces or dressings. Leakproof lid prevents spills and protects the contents from frost damage, making it ideal for both transporting food and storing leftovers. Snapandlock lid creates an aromatight seal, so the food you store in the lunch box stays fresh longer."
270,270,/us/en/images/products/busunge-extendable-bed-white__0637820_PE698559_S4.JPG,"Extendable, so it can be pulled out as your child grows. Solid wood slats offer firm posture support."
1763,1763,/us/en/images/products/lustigt-piece-paint-roller-set__0712538_PE728939_S4.JPG,"When large works of art are to be created, it’s perfect with a roller. In this set you get 2 ‒ one flat and one patterned. Creating and being creative makes you calm and focused, and is extra nice after a day of school and activities."
1290,1290,/us/en/images/products/ikea-art-event-rug-flatwoven-multicolor__0659281_PE710572_S4.JPG,"Being a dhurrie, the rug is thin and can be easily moved around, and used both on the floor, as a throw or as a work of art on your wall. Walk all over it. Hang it up. Make it yours. Each rug is as unique as its design since it is handwoven by skilled craftspeople. Made in India in organized weaving centers with good working conditions and fair wages. The rug is made of wool so it's naturally soilrepellent and very durable."
3238,3238,/us/en/images/products/vallentuna-modular-corner-sofa-seat-gray__0624021_PE691595_S4.JPG,All modules in the VALLENTUNA series can be used freestanding or together to create a sofa combination in any size that suits you perfectly. VALLENTUNA retains its comfort for a long time with generous seating and pocket springs that follow your body. This combination includes 3 seat modules with storage that allow you to quickly clear away your things but still have them close at hand. ORRSTA cover is woven from cotton and polyester with a light structure that makes it soft and comfortable. The yarndyed fabric has a toneontone effect and a clean and calm look. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure.
1274,1274,/us/en/images/products/ikea-vardefull-can-opener-black__0713051_PE729230_S4.JPG,Can also be used as a bottle opener. Materials in the handle provide a firm grip.
2353,2353,/us/en/images/products/sinnlig-scented-block-candle-gray__0640061_PE699624_S4.JPG,"Spicy scent of nutmeg, cinnamon and vanilla. The candle has the same beautiful color and pleasant scent during its entire burn time, beacause it is colored and scented through."
2776,2776,/us/en/images/products/svalnas-shelf__0623832_PE691434_S4.JPG,"Shallow shelves help you to use the walls in your home efficiently. They hold a lot of things without taking up much space in the room. Made of bamboo, which is an easycare, durable natural material."
1793,1793,/us/en/images/products/mala-long-sleeve-apron-green__0721934_PE733418_S4.JPG,The touch and close fastening makes it easy to put on and remove.
2081,2081,/us/en/images/products/sockerkaka-baking-mold-set-of-pink__0743174_PE742932_S4.JPG,Pastry dough will not stick to the silicone mold. The baking molds can be placed on top of one another to make a twolayer cake.
3119,3119,/us/en/images/products/trofast-storage-combination-orange__0351131_PE547502_S4.JPG,"A playful and sturdy storage series for storing and organizing toys, sitting, playing, and relaxing. The frame has several grooves, so you can place boxes and shelves where you want them, and change them any time. Low storage makes it easier for children to reach and organize their things."
3401,3401,/us/en/images/products/vimle-sofa__0514246_PE639388_S4.JPG,"This soft and cozy sofa will have a long life as the seat cushions are filled with high resilience foam that gives good support for your body and quickly regains its original shape when you get up. The chaise has storage under the seat. The lid automatically stops in the open position so that you can easily pick out and put back the things that you are storing. You can place the chaise section to the left or right of the sofa, and switch whenever you like. ORRSTA cover is woven from cotton and polyester with a light structure that makes it soft and comfortable. The yarndyed fabric has a toneontone effect and a clean and calm look. The cover is easy to keep clean since it is removable and machine washable. You can complete with VIMLE headrest to extend the backrest of the sofa, so that you sit even more comfortably with a nice support for your neck. 10year limited warrranty. Read about the terms in the limited warranty brochure."
393,393,/us/en/images/products/dioder-led-piece-light-strip-set-white__53205_PE153426_S4.jpg,"You can connect up to 4 pieces in a straight line or an Lshape. The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs. Suitable for use in confined spaces, such as cabinets, bookshelves and closets, as the LED light source emits low heat."
3134,3134,/us/en/images/products/trofast-shelf-white__0626615_PE692908_S4.JPG,Fits in TROFAST frames.
2585,2585,/us/en/images/products/soderhamn-cover-for-ottoman-gray__0515757_PE640013_S4.JPG,This cover is made from SAMSTA fabric in polyester and nylon. It has a smooth surface with a soft feel. The material is durable and the color has a modern look. The cover is easy to keep clean as it is removable and can be machine washed.
3485,3485,/us/en/images/products/vorda-meat-cleaver-black__0710383_PE727511_S4.JPG,"Broad and heavy knife, which gives power when cleaving large and tough raw ingredients. Materials in the handle provide a firm grip. Made of molybdenum/vanadium stainless steel, which is why the knife stays sharp for a very long time."
195,195,/us/en/images/products/bittergurka-hanging-planter-white__0635746_PE697345_S4.JPG,"Hang your herbs by a window, then unhook and bring to the table or cooking pot for fresh herbs with every meal. To create a vertical garden, hook one hanging planter to the next by using the bar underneath. Use the plant pot hanger to save floor space and create inspiring vertical horticulture. Can be used hanging or standing to fit in the space available. It’s possible to plant directly into the planter, or to place potted plants inside."
2392,2392,/us/en/images/products/sjalland-table-reclining-chairs-outdoor-gray__0667504_PE713886_S4.JPG,"You can choose between tabletops in different materials, depending on what suits you and your patio ‒ and if you prefer a maintenancefree material like aluminum or the warmth of durable eucalyptus. The back of the chair can be adjusted to six different positions. Easy to fold up and put away. The chair comes preassembled, so you can start using it immediately. The hole in the middle of the table top keeps your umbrella in place. The materials in this outdoor furniture require no maintenance. Easy to keep clean – just wipe with a damp cloth. The furniture is sturdy, lightweight and maintenancefree, as it is made of rustproof aluminum."
1603,1603,/us/en/images/products/lattjo-duvet-cover-and-pillowcase-s-multicolor__0650743_PE706476_S4.JPG,"Made from cotton and lyocell – soft and natural materials that feel comfortable against your child's skin. Tested and contain no substances, phthalates or chemicals that can harm your child's skin or health. Your child enjoys a comfortable sleeping temperature during the night because lyocell absorbs and transports moisture away from the skin. You can easily change the bedroom’s look since the duvet cover’s sides have different patterns. The fabric is tightlywoven, which makes the bedding extra durable. Easy to keep clean; machine wash hot (140°F)."
2162,2162,/us/en/images/products/pjatteryd-picture__0672972_PE716981_S4.JPG,Motif created by Paul Duncan. The picture has extra depth and life because it's printed on high quality canvas. The picture stands out from the wall in an attractive way because it continues around the edges of the canvas. You can personalize your home with artwork that expresses your style.
1958,1958,/us/en/images/products/norraker-bar-table__0672482_PE716730_S4.JPG,"Durable and sturdy; meets the requirements on furniture for public use. Every table is unique, with varying grain pattern and natural color shifts that are part of the charm of wood. Rounded corners minimizes the risk of a child getting hurt."
1435,1435,/us/en/images/products/klappa-soft-toy-ball-assorted-colors__0606619_PE682422_S4.JPG,Easy to grasp for small hands. Sharp contrasts that are easy for a baby to see.
2522,2522,/us/en/images/products/skyn-serving-bowl-white__0115716_PE269353_S4.JPG,"Made of the finest quality bone china which means the bowl is very thin and delicate, while being extremely resistant to impact and very durable. With its creamy white color and luster, this dinnerware creates a beautiful table setting for everyday as well as special occasions."
1697,1697,/us/en/images/products/lillabo-piece-train-set__0712403_PE728819_S4.JPG,Toot Toot! With this train you can go around the world with both passengers and goods. Where is the next station? Your child can load and unload the cars as they like since the upper parts are detachable. Develops your child’s concentration skills and handeye coordination.
2438,2438,/us/en/images/products/skadis-pegboard-black__0662620_PE712023_S4.JPG,You can store things on both sides of the pegboard if you use it as a divider on a desk or in a freestanding ALGOT storage combination. Choose the accessories from the SKÅDIS series that suit your needs and create a personal storage combination.
1819,1819,/us/en/images/products/malm-underbed-storage-box-for-high-bed__0636237_PE697748_S4.JPG,"MALM bed storage boxes work perfectly with MALM bed frame. They fit neatly into the space under the bed and will be flush against sides. Turns the space under your bed into a smart place for storing; perfect for quilts, pillows and linens. The storage boxes are easy to roll out and in thanks to the castors on the base. Real wood veneer will make this bed box age gracefully."
1570,1570,/us/en/images/products/landskrona-ottoman__0728703_PE736412_S4.JPG,"Soft, dyedthrough 3/64"" thick grain leather that is supple and smooth to the touch. Works as an extra seat or a comfortable extension of your sofa. The outer surfaces are covered in a durable coated fabric with the same look and feel as leather. Seat cushions filled with high resilience foam and polyester fiber wadding provides great seating comfort. 10year limited warrranty. Read about the terms in the limited warranty brochure."
254,254,/us/en/images/products/brogrund-wall-shelf-with-towel-rail__0710465_PE727566_S4.JPG,"No visible screws, as the hardware is concealed. Double functions  a towel rail and a shelf in one. Made from stainless steel that is durable and easy to clean."
1034,1034,/us/en/images/products/hemnes-bed-frame-gray__0580043_PE670036_S4.JPG,"Adjustable bed sides allow you to use mattresses of different thicknesses. Made of solid wood, which is a durable and warm natural material."
962,962,/us/en/images/products/havsta-storage-with-sliding-glass-doors-white__0720147_PE732442_S4.JPG,"Made of wood from sustainable sources. Solid pine with crafted details and a brushed surface gives a genuine, sturdy feeling, a timeless look and it will age gracefully. Glass doors keep your finest items free from dust but still visible. The height of the furniture allows the top to be used as a display surface, so you can show even more of your favorite things. The shelves in tempered glass with wooden edges are durable and give the furniture a slim, light and airy look. Tempered glass is more impact resistant than ordinary glass. The sliding doors do not take up any space when opened. The toekicks give HAVSTA a classic, timeless and uniform look. The surface is durable and easy to keep clean. Scandinavian design with clean simple lines makes it easy to combine the cabinet with furniture in different styles. Solid wood is natural, renewable and separable material. Matches other furniture in the HAVSTA series."
661,661,/us/en/images/products/fixa-laser-level__0711974_PE728602_S4.JPG,"Can be used both as a laser leveller or as a traditional level. Helps you put shelves, pictures and ceramic tiles up straight since the laser level shows a clear laser line on the wall, even in daylight. Easy to use, even for one person  mount the laser level to the wall and have both hands free to work with. You can attach the laser level to all metal surfaces, making it easier to aim and create straight lines."
2149,2149,/us/en/images/products/patrull-safety-plug-white__0755343_PE748379_S4.JPG,"The safety plugs reduce the risk of your child sticking their finger or an object into a wall outlet. You can use the plugs in grounded as well as ungrounded outlets. The plugs are easy to remove from the outlet by inserting the colored plug, which serves as a key."
3042,3042,/us/en/images/products/tjusig-wall-door-rack-with-knobs-white__0710542_PE727622_S4.JPG,"You can mount this hanger in two ways, either on the wall or over the top edge of a door so that you can use the space to hang clothes, belts or bags."
3500,3500,/us/en/images/products/voxnan-toilet-brush__0711707_PE728380_S4.JPG,The chrome finish is durable and resistant to corrosion. The brush is replaceable so you can keep the handle and combine it with HEJAREN replacement brush.
2498,2498,/us/en/images/products/skubb-organizer-with-compartments-black__0381565_PE556320_S4.JPG,The hook and loop fastener makes it easy to hang up and move.
3484,3484,/us/en/images/products/vorda-chef-s-knife-black__0710379_PE727507_S4.JPG,"Sturdy blade makes for easy dividing and chopping of foods such as meats and root vegetables. Materials in the handle provide a firm grip. Made of molybdenum/vanadium stainless steel, which is why the knives stay sharp for a very long time."
152,152,/us/en/images/products/billy-oxberg-bookcase__0641181_PE700272_S4.JPG,Adjustable shelves can be arranged according to your needs. Surface made from natural wood veneer. Adjustable hinges allow you to adjust the door horizontally and vertically. Panel/glass doors provide dustfree storage and let you hide or display things according to your needs.
2373,2373,/us/en/images/products/sinnlig-scented-tealight-yellow__0498532_PE629661_S4.JPG,"Distinct scent of pineapple and passion fruit with hints of coconut. The candle has the same beautiful color and pleasant scent during its entire burn time, beacause it is colored and scented through."
3050,3050,/us/en/images/products/tornviken-kitchen-island-gray__0736816_PE740759_S4.JPG,"Gives you extra storage, utility and work space. Countertop with a top layer of oak, a durable natural material that can be sanded and surface treated when required."
2426,2426,/us/en/images/products/skadis-connector-for-algot-white__0623553_PE691233_S4.JPG,"Makes it possible for you to attach SKÅDIS pegboard to ALGOT storage system, a simple and quick way to create a customized and complete storage solution."
3320,3320,/us/en/images/products/variera-box-green__0439254_PE591996_S4.JPG,Makes is easier to keep track of small things and to find what you need. The plastic material and the rounded corners make cleaning easier. Can be stacked when you are not using them.
136,136,/us/en/images/products/racka-hugad-triple-curtain-rod-combination-white__0602139_PE680204_S4.JPG,"You can combine three layers of curtains, both thick and thin, using the triple rod. The length is adjustable."
371,371,/us/en/images/products/svenbertil-chair-white__0729780_PE737161_S4.JPG,"You sit comfortably thanks to the restful flexibility of the scooped seat and shaped back. The selfadjusting plastic feet adds stability to the chair. A special surface treatment on the seat prevents you from sliding. You can stack the chairs, so they take less space when you're not using them."
237,237,/us/en/images/products/brimnes-wardrobe-with-doors-black__0428307_PE583468_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why a safety fitting is included so that you can attach the wardrobe to the wall. The mirror door can be placed on the left side, right side or in the middle. A mirrored door saves space, no need to take up room on the wall or floor with a separate mirror. Adjustable shelves make it easy to customize the space according to your needs. If you want to organize inside, you can complement with interior accessories from the SKUBB series. Adjustable hinges ensure that the doors hang straight."
1221,1221,/us/en/images/products/ikea-lid__0710844_PE727776_S4.JPG,Tightfitting lid which keeps food fresh and preserves aromas and flavors. It’s easy to find what you're looking for in the fridge or cabinet since the transparent lid lets you see what’s inside the jar.
2161,2161,/us/en/images/products/pjatteryd-picture__0717556_PE731296_S4.JPG,Motif created by Emiliano Deificus. The picture has extra depth and life because it's printed on high quality canvas. The picture stands out from the wall in an attractive way because it continues around the edges of the canvas. You can personalize your home with artwork that expresses your style.
36,36,/us/en/images/products/arv-piece-dinnerware-set-white__0186175_PE338224_S4.JPG,"Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings."
3209,3209,/us/en/images/products/vadholma-kitchen-island-with-rack-black__0605057_PE681596_S4.JPG,"Freestanding kitchen island; easy to place where you want it in the kitchen. Gives you extra storage in your kitchen. Gives you extra storage, utility and work space."
441,441,/us/en/images/products/duktig-toy-cash-register__0712355_PE728760_S4.JPG,"Your child will have fun pretending to shop with their friends, while they also learn about counting and money. Encourages role play which helps children to develop social skills by imitating grownups and inventing their own roles. Fully functional calculator with clear display makes it easy for your child to sum up the costs of a purchase. No need to change batteries as the calculator runs on solar cells. Includes play money and two credit cards that your child can cut out and decorate in their favorite colors."
2646,2646,/us/en/images/products/stockholm-sofa-beige__0183763_PE334809_S4.JPG,"SEGLORA cover is made of aniline leather which is the finest type of leather of the highest quality. As it ages, it becomes softer and gets a darker tone and fine patina. Aniline leather has an unaltered surface that is treated with just a thin, protective coating. This gives it great breathability while retaining its natural look with marks that make each cover unique. The seat and back cushions provide comfortable support for your body and easily regain their shape because they’re filled with high resilience foam and polyester fibers. 25year limited warranty. Read about the terms in the limited warranty brochure."
2457,2457,/us/en/images/products/skadis-pegboard-combination-white__0516420_PE640410_S4.JPG,"SKÅDIS pegboard and transparent containers help you to organize utensils, spices and small things. You get a good overview and always have your things close at hand. The accessories are easy to attach anywhere on the board and are easy to move when you like."
24,24,/us/en/images/products/annanstans-plate-black__0656094_PE709240_S4.JPG,Variations in the glaze give life and character to each plate.
1339,1339,/us/en/images/products/kafferep-cookie-with-raspberry-filling__0539219_PE655334_S4.JPG,A sweet shortbread sandwich biscuit with a soft filling with vanilla flavor and a fruity raspberryflavored filling. Conveniently served as they are. For example with coffee and good friends as “fika” – coffee break Swedish style.
2472,2472,/us/en/images/products/skanka-piece-cookware-set-gray__0092892_PE229626_S4.JPG,"The pan has extra thick walls and base, which distribute the heat evenly. Thick base prevents food from easily burning and sticking to the pan. The pan's low weight makes it easy to handle when filled with food. Made from aluminum, which spreads heat evenly and energy efficiently, and makes it easier to regulate heat so the food does not burn and stick. Treated with Teflon® Select, a hardwearing nonstick coating that allows cooking with little fat and makes cleaning easy. Comfortable handles make the cookware easy to lift. The pan has a rounded interior, which makes stirring and beating easy. The lid to the threeliter pot has a steam vent which reduces pressure so that food does not easily boil over. The 5 quart pot has a lid with a catch which makes it possible to pour out water through the holes in the lid. The saucepan has two spouts which are suitable for both right and lefthanded cooks. PFOA free."
669,669,/us/en/images/products/fjalla-storage-box-with-lid-gray__0713058_PE729187_S4.JPG,"You can decide which side of the box you want to place the handle with label holder on. The box fits the HEMNES storage series and other furniture/storage furniture with shelves which are at least 10"" deep. A good size for everything from papers and collectables to shoes and clothes. The label holder makes it easy to mark and find what you are looking for. Easy to assemble and easy to fold it up when you don’t need the box and want to save space."
1878,1878,/us/en/images/products/munsbit-oat-smoothie__0719478_PE732067_S4.JPG,"Includes no animal ingredients, therefore it's a good choice for vegetarians and vegans. By drinking oats instead of dairy products you reduce your carbon footprint. The recipe does not contain lactose."
1779,1779,/us/en/images/products/lustigt-origami-paper__0712426_PE728831_S4.JPG,"A dream for creative fingers ‒ a thick pile of colored origami papers that can be folded and combined in different ways to create everything from birds and flowers to fine boxes. Did you know that the word origami comes from the Japanese words ""oru"" (fold) and ""kami"" (paper)? Creating and being creative makes you calm and focused, and is extra nice after a day of school and activities. Develops the imagination, fine motor skills and logical thinking of your child."
2736,2736,/us/en/images/products/sundvik-wardrobe-white__0626568_PE692872_S4.JPG,Deep enough to hold standardsized adult hangers. Doors with silent softclosing damper.
2799,2799,/us/en/images/products/senap-grov-whole-grain-mustard__0466622_PE610559_S4.JPG,"An allaround mustard, neither mild nor hot, with a nice balance between sweetness and acidity, adding flavor to e.g. sauces, marinades, pork or chicken. Organic food production aims at sustaining farming practices that are better for people and the planet."
3024,3024,/us/en/images/products/tjena-storage-box-with-lid-white__0713121_PE729270_S4.JPG,"A low storage box size is perfect for everything from papers and collectables to shawls and ties. Ideal in BILLY bookcase (depth 11"") and BESTÅ storage (depth 15¾""). If you want to divide the box into smaller compartments, complete with FULLFÖLJA insert for box. Easy to assemble and easy to fold it up when you don’t need the box and want to save space."
2658,2658,/us/en/images/products/stockholm-bowl-blue__0447555_PE597366_S4.JPG,"Every product is handmade and therefore unique. Fill the bowl with fruit or decorations or use it alone, as a beautiful object in its own right."
3410,3410,/us/en/images/products/vimle-sectional-seat-corner-black__0514379_PE639455_S4.JPG,"This soft and cozy sofa will have a long life as the seat cushions are filled with high resilience foam that gives good support for your body and quickly regains its original shape when you get up. The chaise has storage under the seat. The lid automatically stops in the open position so that you can easily pick out and put back the things that you are storing. You can place the chaise section to the left or right of the sofa, and switch whenever you like. The fixed FARSTA coated fabric cover has an irregular surface texture with a light shine and a smooth feel. A protective polyurethane coating makes the cover is easy to keep clean and makes it feel and look like leather. The cover is easy to keep clean as it can be wiped clean with a damp cloth. You can complete with VIMLE headrest to extend the backrest of the sofa, so that you sit even more comfortably with a nice support for your neck. 10year limited warrranty. Read about the terms in the limited warranty brochure."
1602,1602,/us/en/images/products/lattjo-duvet-cover-and-pillowcase-s-multicolor__0650745_PE706474_S4.JPG,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The fabric is tightlywoven, which makes the bedding extra durable. Easy to keep clean; machine wash hot (140°F)."
1004,1004,/us/en/images/products/hemnes-bathroom-shelf-unit-white__0555904_PE660356_S4.JPG,The open shelves are perfect for perfume bottles or other things that you use frequently. You get an easy overview of the contents since the wall cabinet is shallow.
722,722,/us/en/images/products/fornyad-fabric-patches-set-of-__0710917_PE727842_S4.JPG,"Create your own personal designs by sewing the decorative patches on your cushions, throws or handbags."
3328,3328,/us/en/images/products/variera-trash-can-white__0626881_PE693059_S4.JPG,Rounded corners for easy cleaning.
1799,1799,/us/en/images/products/mala-stamp-pen-assorted-colors__0710241_PE727420_S4.JPG,"Stamp pens with 6 different symbols make it easy for children to create personal cards and invitations. The soft tips of the pens make clear, even impressions when pressed on paper, cardboard or canvas. The caps of the pens have the same symbols in relief and your child can use them to make imprints in modeling clay or other soft materials. Creating and being creative makes you calm and focused, and is extra nice after a day of school and activities. Of course everything in the MÅLA series is nontoxic – we care just as much about the creative minds of the next generation as you do. Marks from the stamp pens can be washed from most surfaces and materials using soap and lukewarm water. However, it’s important to remove any marks as soon as they occur."
1750,1750,/us/en/images/products/lixhult-storage-combination-red__0560508_PE662383_S4.JPG,"A colorful and complete combination where you can store both large and small items. Keep track of important papers, letters and newspapers by sorting them on the inside of the cabinet door. You can choose to install the door to the right or left, according to what fits the space best."
1363,1363,/us/en/images/products/kallax-shelf-unit-black__0625059_PE692080_S4.JPG,Choose whether you want to place it vertically or horizontally to use it as a shelf or sideboard.
1293,1293,/us/en/images/products/ikea-art-event-rug-low-pile-multicolor__0659284_PE710575_S4.JPG,Walk all over it. Hang it up. Make it yours. The different pile heights and playful use of colors creates a 3D look that you can also feel. Go ahead and touch! Each rug is as unique as its design since it is handtufted by skilled craftspeople. Made in India in organized weaving centers with good working conditions and fair wages. The rug is made of wool so it's naturally soilrepellent and very durable.
1277,1277,/us/en/images/products/ikea-vardefull-meat-tenderizer-black__0713048_PE729227_S4.JPG,Materials in the handle provide a firm grip.
1831,1831,/us/en/images/products/mastholmen-seat-conversation-set-outdoor__0736608_PE740664_S4.JPG,"Made of rattan, a renewable material with a natural look and color that can change over time. Handmade by skilled craftspeople, which makes every product unique. The seat cushion provides great comfort, thanks to its thick high resilience foam filling. The cover on the seat pad and back cushion is easy to keep clean and fresh, as you can take it off and machine wash it. The cushion has a longer life because it can be turned over and used on both sides."
2802,2802,/us/en/images/products/sas-senap-dill-sauce-for-salmon__0466620_PE610558_S4.JPG,"A slightly sweet, yet savory, mustard sauce. Serve with salmon, crab, shrimp, marinated meat, ham, or as a salad dressing."
72,72,/us/en/images/products/applaro-storage-bench-outdoor-brown__0131156_PE285715_S4.JPG,"Besides storing away your gardening tools and plant pots, this storage bench also works as an extra seat or to set things on. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
1771,1771,/us/en/images/products/lustigt-coloring-roll__0710262_PE727431_S4.JPG,A dream for the young artist ‒ 32 feet of coloring fun filled with details and imaginative figures. Just roll out the paper and use some felttip pens or watercolors. Painting relieves stress and is relaxing after a day filled with activities.
446,446,/us/en/images/products/duktig-piece-roll-set__0663867_PE712538_S4.JPG,"Each bun stays together with touchandclose fastening, so it’s easy to roll out and brush before putting it on the baking tray. Encourages role play which helps children to develop social skills by imitating grownups and inventing their own roles. Helps the child develop fine motor skills and hand/eye coordination."
1783,1783,/us/en/images/products/lustigt-wall-shelf__0710227_PE727416_S4.JPG,Here you can display your favorite things and have them change places by using the 3 ladders. You can easily adapt the wall shelf based on needs and available space since the shelf can slide sideways.
2875,2875,/us/en/images/products/tarva-drawer-chest__0540373_PE652931_S4.JPG,"Of course your home should be a safe place for the entire family. That’s why hardware is included so that you can attach the chest of drawers to the wall. Made of solid wood, which is a durable and warm natural material. If you oil, wax, lacquer or stain the untreated solid wood surface it will be more durable and easy to care for. Smooth running drawer with pullout stop. If you want to organize inside you can complement with SKUBB box, set of 6."
492,492,/us/en/images/products/ekedalen-chair-cover__0516702_PE640502_S4.JPG,"The cover is easy to remove, machine wash and put back on again. You can choose from several different seat covers and switch between them when you like."
280,280,/us/en/images/products/delaktig-loveseat-gray__0668329_PE714360_S4.JPG,"Start by choosing a flexible seating solution – armchair or sofa. Then complete with backrest/armrests, side tables, and lamps so that you get exactly the piece that suits your needs and space best. You can also choose different covers for each piece. Add, remove or change functions to suit your needs, and choose covers to fit your style. The cover is easy to keep clean as it is removable and can be washed. The zipper makes the cover easy to remove. 10year limited warrranty. Read about the terms in the limited warranty brochure."
1865,1865,/us/en/images/products/mula-toddle-wagon-walker-green__0713923_PE729842_S4.JPG,"When walking by themself, a child develops motor skills and balance. The casters can be set to roll stiffly or smoothly depending on how steadily the child walks. The handle can be mounted in two ways. Upright is best for beginners. Your child can load their favorite things onto the toddle wagon/walker and drive around. The toddle wagon has soft wheels that won’t scratch your floors."
1979,1979,/us/en/images/products/oftast-plate-white__0712367_PE728786_S4.JPG,"Made of tempered glass, which makes the plate durable and extra resistant to impact. You can also use this plate as a practical lid for the serving bowl in the same series. Dishwasher and microwavesafe."
3250,3250,/us/en/images/products/vanskaplig-accessory-bag-set-of-assorted-colors__0465397_PE610052_S4.JPG,"Perfect for small things like jewelry, pens and chargers. Easy to open and close with the zipper and easy to move to different bags. Made in 100% cotton ‒ a natural and durable material that becomes softer with every wash."
